date,region,store,sale,price,salerep,endcap,demo,demo13,demo45
6/29/2009,3,9,87.52,4.2,0,no,0,0,0
7/6/2009,3,9,171.45,3.78,0,no,0,0,0
7/13/2009,3,9,116.26,3.27,0,no,0,0,0
5/4/2009,3,12,156.18,4.2,0,no,0,0,0
5/11/2009,3,12,208.04,4.12,0,no,0,0,0
5/18/2009,3,12,165.14,3.86,0,no,0,0,0
5/25/2009,3,12,165.87,3.86,0,no,0,0,0
6/1/2009,3,12,134.34,3.76,0,no,0,0,0
6/8/2009,3,12,187.08,4.2,0,no,0,0,0
6/15/2009,3,12,230.61,4.2,0,no,0,0,0
6/22/2009,3,12,150.45,4.2,0,no,0,0,0
6/29/2009,3,12,303.29,3.82,0,no,0,0,0
7/6/2009,3,12,256.18,3.1,0,no,0,0,0
7/13/2009,3,12,241.45,3.1,0,no,0,0,0
5/4/2009,3,22,170.87,4.2,0,no,0,0,0
5/11/2009,3,22,181.32,4.14,0,no,0,0,0
5/18/2009,3,22,207.63,3.86,0,no,0,0,0
5/25/2009,3,22,275.83,3.86,0,no,0,0,0
6/1/2009,3,22,265.7,3.86,0,no,0,0,0
6/8/2009,3,22,175.78,4.2,0,no,0,0,0
6/15/2009,3,22,259.86,4.2,0,no,0,0,0
6/22/2009,3,22,178.22,4.2,0,no,0,0,0
6/29/2009,3,22,257.45,4.2,0,no,0,0,0
7/6/2009,3,22,157.42,3.78,0,no,0,0,0
7/13/2009,3,22,217.68,3.42,0,no,0,0,0
5/4/2009,3,33,111.16,4.2,0,no,0,0,0
5/11/2009,3,33,193.78,4.2,0,no,0,0,0
5/18/2009,3,33,119.11,3.86,0,no,0,0,0
5/25/2009,3,33,260.31,3.86,0,no,0,0,0
6/1/2009,3,33,227.6,3.86,0,no,0,0,0
6/8/2009,3,33,161.89,4.2,0,no,0,0,0
6/15/2009,3,33,141.38,4.2,0,no,0,0,0
6/22/2009,3,33,231.12,4.2,0,no,0,0,0
6/29/2009,3,33,198.16,4.2,0,no,0,0,0
7/6/2009,3,33,279.11,3.78,0,no,0,0,0
7/13/2009,3,33,147.98,3.78,0,no,0,0,0
5/4/2009,3,35,183.65,4.63,0,no,0,0,0
5/11/2009,3,35,197.1,4.2,0,no,0,0,0
5/18/2009,3,35,199.91,3.86,0,no,0,0,0
5/25/2009,3,35,196.19,4.07,0,no,0,0,0
6/1/2009,3,35,153.56,3.86,0,no,0,0,0
6/8/2009,3,35,175.44,4.2,0,no,0,0,0
6/15/2009,3,35,176.74,4.63,0,no,0,0,0
6/22/2009,3,35,137.51,4.2,0,no,0,0,0
6/29/2009,3,35,165.45,4.04,0,no,0,0,0
7/6/2009,3,35,219.33,3.5,0,no,0,0,0
7/13/2009,3,35,162.07,3.5,0,no,0,0,0
5/4/2009,3,43,104.76,4.65,0,no,0,0,0
5/11/2009,3,43,202.08,4.63,0,no,0,0,0
5/18/2009,3,43,142.12,4,0,no,0,0,0
5/25/2009,3,43,223.05,3.86,0,no,0,0,0
6/1/2009,3,43,256.43,3.86,0,no,0,0,0
6/8/2009,3,43,168.2,4.63,0,no,0,0,0
6/15/2009,3,43,100.67,4.84,0,no,0,0,0
6/22/2009,3,43,230.25,4.63,0,no,0,0,0
6/29/2009,3,43,122.38,4.63,0,no,0,0,0
7/6/2009,3,43,175.46,4.26,0,no,0,0,0
7/13/2009,3,43,105.88,3.95,0,no,0,0,0
5/4/2009,3,46,169.33,4.63,0,no,0,0,0
5/11/2009,3,46,120.3,4.2,0,no,0,0,0
5/18/2009,3,46,152.07,4.07,0,no,0,0,0
5/25/2009,3,46,184.58,4.46,0,no,0,0,0
6/1/2009,3,46,154.57,3.86,0,no,0,0,0
6/8/2009,3,46,70.23,4.63,0,no,0,0,0
6/15/2009,3,46,149.17,4.63,0,no,0,0,0
6/22/2009,3,46,224.32,4.2,0,no,0,0,0
6/29/2009,3,46,215.39,4.63,0,no,0,0,0
7/6/2009,3,46,169.51,3.75,0,no,0,0,0
7/13/2009,3,46,210.36,3.5,0,no,0,0,0
5/4/2009,3,67,221.57,4.24,0,no,0,0,0
5/11/2009,3,67,202.83,4.24,0,no,0,0,0
5/18/2009,3,67,208.25,4.07,0,no,0,0,0
5/25/2009,3,67,129.62,3.86,0,no,0,0,0
6/1/2009,3,67,145.56,4.07,0,no,0,0,0
6/8/2009,3,67,206.06,4.72,0,no,0,0,0
6/15/2009,3,67,164.6,4.84,0,no,0,0,0
6/22/2009,3,67,181.2,4.72,0,no,0,0,0
6/29/2009,3,67,231.44,4.72,0,no,0,0,0
7/6/2009,3,67,47.56,4.29,0,no,0,0,0
7/13/2009,3,67,222.81,3.42,0,no,0,0,0
5/4/2009,3,82,148.4,4.63,0,no,0,0,0
5/11/2009,3,82,182.43,4.63,0,no,0,0,0
5/18/2009,3,82,178.36,4.07,0,no,0,0,0
5/25/2009,3,82,172.82,4.07,0,no,0,0,0
6/1/2009,3,82,306.85,4.07,0,no,0,0,0
6/8/2009,3,82,172.19,4.63,0,no,0,0,0
6/15/2009,3,82,198.38,4.63,0,no,0,0,0
6/22/2009,3,82,142.52,4.63,0,no,0,0,0
6/29/2009,3,82,192.35,4.63,0,no,0,0,0
7/6/2009,3,82,241.55,4.26,0,no,0,0,0
7/13/2009,3,82,292.16,3.78,0,no,0,0,0
5/4/2009,3,87,162.85,4.16,0,no,0,0,0
5/11/2009,3,87,215.7,4.12,0,no,0,0,0
5/18/2009,3,87,241.18,3.82,0,no,0,0,0
5/25/2009,3,87,127.7,3.82,0,no,0,0,0
6/1/2009,3,87,101.57,3.82,0,no,0,0,0
6/8/2009,3,87,176.67,4.16,0,no,0,0,0
6/15/2009,3,87,198.15,4.16,0,no,0,0,0
6/22/2009,3,87,197.21,4.16,0,no,0,0,0
6/29/2009,3,87,119.29,4.16,0,no,0,0,0
7/6/2009,3,87,265.37,3.78,0,no,0,0,0
7/13/2009,3,87,125.21,3.78,0,no,0,0,0
5/4/2009,3,111,190.01,4.2,0,no,0,0,0
5/11/2009,3,111,222.04,4.15,0,no,0,0,0
5/18/2009,3,111,157.43,4.07,0,no,0,0,0
5/25/2009,3,111,170.98,4,0,no,0,0,0
6/1/2009,3,111,167.9,4.07,0,no,0,0,0
6/8/2009,3,111,117.63,4.63,0,no,0,0,0
6/15/2009,3,111,264,4.2,0,no,0,0,0
6/22/2009,3,111,166.38,4.63,0,no,0,0,0
6/29/2009,3,111,187.33,4.16,0,no,0,0,0
7/6/2009,3,111,300.73,3.78,0,no,0,0,0
7/13/2009,3,111,156.65,3.62,0,no,0,0,0
5/4/2009,3,118,176.31,4.72,0,no,0,0,0
5/11/2009,3,118,124.66,4.72,0,no,0,0,0
5/18/2009,3,118,193.14,4.07,0,no,0,0,0
5/25/2009,3,118,207.48,4.16,0,no,0,0,0
6/1/2009,3,118,149.3,4.16,0,no,0,0,0
6/8/2009,3,118,131.21,4.72,0,no,0,0,0
6/15/2009,3,118,252.7,4.72,0,no,0,0,0
6/22/2009,3,118,150.17,4.72,0,no,0,0,0
6/29/2009,3,118,222.39,4.72,0,no,0,0,0
7/6/2009,3,118,128.87,4.35,0,no,0,0,0
7/13/2009,3,118,192.99,3.72,0,no,0,0,0
5/4/2009,3,125,228.23,4.2,0,no,0,0,0
5/11/2009,3,125,242.1,4.19,0,no,0,0,0
5/18/2009,3,125,251.04,3.86,0,no,0,0,0
5/25/2009,3,125,189.58,3.86,0,no,0,0,0
6/1/2009,3,125,133.33,3.86,0,no,0,0,0
6/8/2009,3,125,68.88,4.19,0,no,0,0,0
6/15/2009,3,125,261.52,4.2,0,no,0,0,0
6/22/2009,3,125,91.5,4.2,0,no,0,0,0
6/29/2009,3,125,96.42,4.2,0,no,0,0,0
7/6/2009,3,125,177,3.78,0,no,0,0,0
7/13/2009,3,125,136.89,3.75,0,no,0,0,0
5/4/2009,4,36,194.93,4.5,1,no,0,0,0
5/11/2009,4,36,215.84,4.59,1,no,0,0,0
5/18/2009,4,36,336.95,4.39,1,no,0,0,0
5/25/2009,4,36,225.76,4.12,1,no,0,0,0
6/1/2009,4,36,234.18,4.04,1,no,0,0,0
6/8/2009,4,36,299.47,4.9,1,no,0,0,0
6/15/2009,4,36,153.64,4.88,1,no,0,0,0
6/22/2009,4,36,368.85,4.87,1,no,1,0,0
6/29/2009,4,36,343.45,4.51,1,no,0,1,0
7/6/2009,4,36,191.47,4.35,1,no,0,1,0
7/13/2009,4,36,297.37,3.99,1,no,0,1,0
5/4/2009,4,56,251.38,4.86,1,no,0,0,0
5/11/2009,4,56,195.14,4.68,1,no,0,0,0
5/18/2009,4,56,322.47,4.59,1,no,0,0,0
5/25/2009,4,56,199.27,4.59,1,no,0,0,0
6/1/2009,4,56,250.42,4.59,1,no,0,0,0
6/8/2009,4,56,249.02,4.95,1,no,0,0,0
6/15/2009,4,56,284.5,4.78,1,no,1,0,0
6/22/2009,4,56,256.24,4.67,1,no,0,1,0
6/29/2009,4,56,328.05,4.4,1,no,0,1,0
7/6/2009,4,56,287.57,4.46,1,no,0,1,0
7/13/2009,4,56,228.81,4.46,1,no,0,0,1
5/4/2009,4,65,253.62,4.62,1,no,0,1,0
5/11/2009,4,65,321.75,4.62,1,no,0,0,1
5/18/2009,4,65,231.57,4.29,1,no,0,0,1
5/25/2009,4,65,183.85,4.29,1,no,0,0,0
6/1/2009,4,65,228.74,4.29,1,no,0,0,0
6/8/2009,4,65,234.03,4.62,1,no,0,0,0
6/15/2009,4,65,294.77,4.64,1,no,0,0,0
6/22/2009,4,65,204.08,4.64,1,no,0,0,0
6/29/2009,4,65,276.72,4.64,1,no,0,0,0
7/6/2009,4,65,209.42,4.47,1,no,0,0,0
7/13/2009,4,65,250.02,4.43,1,no,0,0,0
5/4/2009,4,76,312.6,4.68,1,no,0,0,0
5/11/2009,4,76,267.8,4.68,1,no,1,0,0
5/18/2009,4,76,293.29,4.59,1,no,0,1,0
5/25/2009,4,76,313.51,4.59,1,no,0,1,0
6/1/2009,4,76,299.49,4.59,1,no,0,1,0
6/8/2009,4,76,277.55,4.97,1,no,0,0,1
6/15/2009,4,76,298.4,4.93,1,no,0,0,1
6/22/2009,4,76,338.87,4.93,1,no,0,0,0
6/29/2009,4,76,188.77,4.94,1,no,0,0,0
7/6/2009,4,76,337.01,4.79,1,no,0,0,0
7/13/2009,4,76,268.17,4.79,1,no,0,0,0
5/4/2009,4,85,234.37,4.87,1,no,0,0,0
5/11/2009,4,85,316.1,4.79,1,no,0,0,0
5/18/2009,4,85,318.2,4.19,1,no,0,0,0
5/25/2009,4,85,239.79,4.19,1,no,0,0,0
6/1/2009,4,85,207.65,4.43,1,no,0,0,0
6/8/2009,4,85,188.49,4.9,1,no,0,0,0
6/15/2009,4,85,792.52,4.47,1,yes,1,0,0
6/22/2009,4,85,798.55,4.28,1,yes,0,1,0
6/29/2009,4,85,836.32,4.28,1,yes,0,1,0
7/6/2009,4,85,756.36,4.72,1,yes,0,1,0
7/13/2009,4,85,726.37,4.73,1,yes,0,0,1
5/4/2009,4,91,285.52,4.62,1,no,0,1,0
5/11/2009,4,91,289.12,4.68,1,no,0,1,0
5/18/2009,4,91,311.48,4.06,1,no,0,1,0
5/25/2009,4,91,260.14,4.06,1,no,0,0,1
6/1/2009,4,91,301.97,4.29,1,no,0,0,1
6/8/2009,4,91,301.02,4.6,1,no,0,0,0
6/15/2009,4,91,223.21,4.32,1,no,0,0,0
6/22/2009,4,91,246.45,4.6,1,no,0,0,0
6/29/2009,4,91,223.33,4.11,1,no,0,0,0
7/6/2009,4,91,276.78,3.96,1,no,0,0,0
7/13/2009,4,91,268.59,3.96,1,no,0,0,0
5/4/2009,4,92,287.8,4.59,1,no,0,0,0
5/11/2009,4,92,280.22,4.59,1,no,0,0,0
5/18/2009,4,92,314.64,3.9,1,no,0,0,0
5/25/2009,4,92,223.71,4.19,1,no,0,0,0
6/1/2009,4,92,192.68,3.9,1,no,0,0,0
6/8/2009,4,92,169.33,4.22,1,no,0,0,0
6/15/2009,4,92,249.79,4.53,1,no,0,0,0
6/22/2009,4,92,159.1,4.56,1,no,0,0,0
6/29/2009,4,92,226.9,4.18,1,no,0,0,0
7/6/2009,4,92,252.18,3.99,1,no,0,0,0
7/13/2009,4,92,284.16,3.99,1,no,0,0,0
5/4/2009,4,93,274.47,4.87,1,no,0,1,0
5/11/2009,4,93,306.91,4.87,1,no,0,1,0
5/18/2009,4,93,367.71,4.55,1,no,0,0,1
5/25/2009,4,93,276.85,4.55,1,no,0,0,1
6/1/2009,4,93,196.71,4.55,1,no,0,0,0
6/8/2009,4,93,231.29,4.62,1,no,0,0,0
6/15/2009,4,93,265.9,4.94,1,no,0,0,0
6/22/2009,4,93,312.81,4.86,1,no,0,0,0
6/29/2009,4,93,244.9,4.86,1,no,0,0,0
7/6/2009,4,93,206.6,4.73,1,no,0,0,0
7/13/2009,4,93,325.83,4.73,1,no,0,0,0
5/4/2009,4,94,271.99,4.79,1,no,0,0,0
5/11/2009,4,94,211.82,4.79,1,no,0,0,0
5/18/2009,4,94,296.29,4.48,1,no,1,0,0
5/25/2009,4,94,351.67,4.48,1,no,0,1,0
6/1/2009,4,94,480.66,4.48,1,no,1,1,0
6/8/2009,4,94,405.28,4.89,1,no,1,1,0
6/15/2009,4,94,320.55,4.86,1,no,0,1,1
6/22/2009,4,94,508.4,4.6,1,no,1,1,1
6/29/2009,4,94,298.11,4.86,1,no,0,1,1
7/6/2009,4,94,371.03,4.73,1,no,0,1,1
7/13/2009,4,94,395.27,4.73,1,no,0,1,1
5/4/2009,4,95,269.89,4.64,1,no,0,0,0
5/11/2009,4,95,184.35,4.64,1,no,0,0,0
5/18/2009,4,95,246.55,4.3,1,no,0,0,0
5/25/2009,4,95,274.78,4.19,1,no,0,0,0
6/1/2009,4,95,200.09,4.12,1,no,0,0,0
6/8/2009,4,95,265.84,4.79,1,no,0,0,0
6/15/2009,4,95,203.94,4.79,1,no,0,0,0
6/22/2009,4,95,253.77,4.9,1,no,0,0,0
6/29/2009,4,95,294.93,4.62,1,no,0,0,0
7/6/2009,4,95,191.14,4.47,1,no,0,0,0
7/13/2009,4,95,199.48,4.43,1,no,0,0,0
5/4/2009,4,96,367.88,4.36,1,no,0,0,1
5/11/2009,4,96,341.21,4.47,1,no,0,0,1
5/18/2009,4,96,244.49,4.06,1,no,0,0,0
5/25/2009,4,96,216.82,4.06,1,no,0,0,0
6/1/2009,4,96,213.29,4.06,1,no,0,0,0
6/8/2009,4,96,272.76,4.27,1,no,0,0,0
6/15/2009,4,96,305.21,4.18,1,no,0,0,0
6/22/2009,4,96,267.97,3.61,1,no,0,0,0
6/29/2009,4,96,262.37,3.67,1,no,0,0,0
7/6/2009,4,96,245.13,3.67,1,no,0,0,0
7/13/2009,4,96,301.27,3.48,1,no,0,0,0
5/4/2009,4,97,213.96,4.66,1,no,0,0,0
5/11/2009,4,97,222.4,4.67,1,no,0,0,0
5/18/2009,4,97,347.52,4.24,1,no,1,0,0
5/25/2009,4,97,380.6,4.57,1,no,0,1,0
6/1/2009,4,97,341.87,4.57,1,no,0,1,0
6/8/2009,4,97,357.3,4.62,1,no,0,1,0
6/15/2009,4,97,278.12,4.93,1,no,0,0,1
6/22/2009,4,97,284.43,4.93,1,no,0,0,1
6/29/2009,4,97,260.2,4.94,1,no,0,0,0
7/6/2009,4,97,320.31,4.73,1,no,0,0,0
7/13/2009,4,97,259.13,4.72,1,no,0,0,0
5/4/2009,4,101,355.86,5.09,1,no,0,1,0
5/11/2009,4,101,364.88,5.09,1,no,0,1,0
5/18/2009,4,101,247.34,4.43,1,no,0,1,1
5/25/2009,4,101,378.14,4.43,1,no,0,0,1
6/1/2009,4,101,343.98,4.43,1,no,0,0,1
6/8/2009,4,101,169.04,4.89,1,no,0,0,0
6/15/2009,4,101,220.89,4.87,1,no,0,0,0
6/22/2009,4,101,189.66,4.87,1,no,0,0,0
6/29/2009,4,101,173.36,4.87,1,no,0,0,0
7/6/2009,4,101,216.33,4.72,1,no,0,0,0
7/13/2009,4,101,210.16,4.72,1,no,0,0,0
5/4/2009,4,104,321.26,4.59,1,no,0,1,0
5/11/2009,4,104,426.24,4.61,1,no,0,1,0
5/18/2009,4,104,237.75,4.48,1,no,0,1,1
5/25/2009,4,104,297.37,4.48,1,no,0,0,1
6/1/2009,4,104,396.95,4.48,1,no,0,0,1
6/8/2009,4,104,138.82,4.87,1,no,0,0,0
6/15/2009,4,104,707.67,4.15,1,yes,0,0,0
6/22/2009,4,104,636.79,4.12,1,yes,0,0,0
6/29/2009,4,104,740.16,4.12,1,yes,0,0,0
7/6/2009,4,104,734.23,4.73,1,yes,0,0,0
7/13/2009,4,104,617.71,4.73,1,yes,0,0,0
5/4/2009,4,116,161.06,4.62,1,no,0,0,0
5/11/2009,4,116,227.28,4.68,1,no,0,0,0
5/18/2009,4,116,269.71,4.48,1,no,0,0,0
5/25/2009,4,116,311.64,4.48,1,no,0,0,0
6/1/2009,4,116,211.91,4.29,1,no,0,0,0
6/8/2009,4,116,252.79,4.91,1,no,0,0,0
6/15/2009,4,116,709.09,4.86,1,yes,0,0,0
6/22/2009,4,116,736.3,4.29,1,yes,0,0,0
6/29/2009,4,116,663.24,4.85,1,yes,0,0,0
7/6/2009,4,116,739,4.5,1,yes,0,0,0
7/13/2009,4,116,681.15,4.55,1,yes,0,0,0
5/4/2009,5,15,127.98,4.63,0,no,0,0,0
5/11/2009,5,15,152.53,4.93,0,no,0,0,0
5/18/2009,5,15,250.6,4.37,0,no,0,0,0
5/25/2009,5,15,230.19,4.21,1,no,0,0,0
6/1/2009,5,15,258.27,4.21,1,no,0,0,0
6/8/2009,5,15,120.97,4.63,1,no,0,0,0
6/15/2009,5,15,323.96,4.65,1,no,1,0,0
6/22/2009,5,15,332.54,4.12,1,no,0,1,0
6/29/2009,5,15,318.75,4.12,1,no,0,1,0
7/6/2009,5,15,333.85,3.31,1,no,0,1,0
7/13/2009,5,15,335.28,3.15,1,no,0,0,1
5/4/2009,5,18,169.6,4.24,0,no,0,0,0
5/11/2009,5,18,209.4,4.23,0,no,0,0,0
5/18/2009,5,18,196.35,4,0,no,0,0,0
5/25/2009,5,18,358.38,4,1,no,0,0,0
6/1/2009,5,18,198.01,4,1,no,0,0,0
6/8/2009,5,18,166.41,4.24,1,no,0,0,0
6/15/2009,5,18,299.87,4.24,1,no,1,0,0
6/22/2009,5,18,344.86,4.24,1,no,0,1,0
6/29/2009,5,18,340.27,4.24,1,no,0,1,0
7/6/2009,5,18,262.28,3.75,1,no,0,1,0
7/13/2009,5,18,235.87,3.75,1,no,0,0,1
5/4/2009,5,21,203.8,4.2,0,no,0,0,0
5/11/2009,5,21,219.29,4.82,0,no,0,0,0
5/18/2009,5,21,294.08,4.12,0,no,0,0,0
5/25/2009,5,21,337.73,3.92,1,no,0,0,0
6/1/2009,5,21,198.85,3.92,1,no,0,0,0
6/8/2009,5,21,224.23,4.2,1,no,0,0,0
6/15/2009,5,21,258.86,4.2,1,no,0,0,0
6/22/2009,5,21,259.4,3.8,1,no,0,0,0
6/29/2009,5,21,206.17,3.93,1,no,0,0,0
7/6/2009,5,21,304.47,3.31,1,no,0,0,0
7/13/2009,5,21,331.18,3.15,1,no,0,0,0
5/4/2009,5,25,280.67,4.16,0,no,0,1,0
5/11/2009,5,25,340.36,4.16,0,no,0,0,1
5/18/2009,5,25,293.19,3.95,0,no,0,0,1
5/25/2009,5,25,247.65,4.24,1,no,0,0,0
6/1/2009,5,25,236.23,4.46,1,no,0,0,0
6/8/2009,5,25,272.24,4.73,1,no,0,0,0
6/15/2009,5,25,183.68,4.16,1,no,0,0,0
6/22/2009,5,25,252.51,4.19,1,no,0,0,0
6/29/2009,5,25,289.86,4.16,1,no,0,0,0
7/6/2009,5,25,200.91,3.78,1,no,0,0,0
7/13/2009,5,25,135.17,3.78,1,no,0,0,0
5/4/2009,5,49,89.82,4.86,0,no,0,0,0
5/11/2009,5,49,171.57,4.86,0,no,0,0,0
5/18/2009,5,49,197.55,4.35,0,no,0,0,0
5/25/2009,5,49,268.89,4.35,1,no,0,0,0
6/1/2009,5,49,173.21,4.15,1,no,0,0,0
6/8/2009,5,49,299.93,4.64,1,no,0,0,0
6/15/2009,5,49,244.48,4.19,1,no,0,0,0
6/22/2009,5,49,440.97,4.19,1,no,1,0,0
6/29/2009,5,49,269.93,3.94,1,no,0,1,0
7/6/2009,5,49,334.96,4.18,1,no,0,1,0
7/13/2009,5,49,357.75,4.18,1,no,0,1,0
5/4/2009,5,60,230.5,5.29,0,no,0,1,0
5/11/2009,5,60,363.79,4.39,0,no,0,0,1
5/18/2009,5,60,268.41,4.79,0,no,0,0,1
5/25/2009,5,60,211.24,4.39,1,no,0,0,0
6/1/2009,5,60,223.08,4.79,1,no,0,0,0
6/8/2009,5,60,351.97,5.29,1,no,0,0,0
6/15/2009,5,60,168.57,5.83,1,no,0,0,0
6/22/2009,5,60,241.95,6.19,1,no,0,0,0
6/29/2009,5,60,184.86,5.59,1,no,0,0,0
7/6/2009,5,60,200.08,4.62,1,no,0,0,0
7/13/2009,5,60,181.75,4.62,1,no,0,0,0
5/4/2009,5,90,154.7,4.73,0,no,0,0,0
5/11/2009,5,90,120.08,4.03,0,no,0,0,0
5/18/2009,5,90,284.83,3.67,0,no,0,0,0
5/25/2009,5,90,248.17,3.67,1,no,0,0,0
6/1/2009,5,90,278.15,3.79,1,no,0,0,0
6/8/2009,5,90,275.66,4.03,1,no,0,0,0
6/15/2009,5,90,325.04,3.63,1,no,1,0,0
6/22/2009,5,90,336.94,4.03,1,no,0,1,0
6/29/2009,5,90,304.84,4.21,1,no,0,1,0
7/6/2009,5,90,257.53,4.02,1,no,0,1,0
7/13/2009,5,90,280.5,4.02,1,no,0,0,1
5/4/2009,5,110,234.37,4.2,0,no,0,0,0
5/11/2009,5,110,240.36,4.18,0,no,0,0,0
5/18/2009,5,110,212.83,3.92,0,no,0,0,0
5/25/2009,5,110,213.59,3.88,1,no,0,0,0
6/1/2009,5,110,202.78,3.46,1,no,0,0,0
6/8/2009,5,110,172.89,3.66,1,no,0,0,0
6/15/2009,5,110,270.37,3.62,1,no,0,0,0
6/22/2009,5,110,280.24,3.96,1,no,0,0,0
6/29/2009,5,110,350.55,3.63,1,no,1,0,0
7/6/2009,5,110,351.3,3.01,1,no,0,1,0
7/13/2009,5,110,313.29,3.14,1,no,0,1,0
5/4/2009,5,119,206.85,4.73,0,no,0,0,0
5/11/2009,5,119,142.74,4.16,0,no,0,0,0
5/18/2009,5,119,227.91,3.88,0,no,0,0,0
5/25/2009,5,119,223.91,4.15,1,no,0,0,0
6/1/2009,5,119,220.87,3.88,1,no,0,0,0
6/8/2009,5,119,229.22,4.19,1,no,0,0,0
6/15/2009,5,119,224.89,4.16,1,no,0,0,0
6/22/2009,5,119,241.57,4.16,1,no,0,0,0
6/29/2009,5,119,230.1,4.16,1,no,0,0,0
7/6/2009,5,119,308.25,3.75,1,no,0,0,0
7/13/2009,5,119,326.65,3.75,1,no,0,0,0
5/4/2009,5,123,120.52,4.16,0,no,0,0,1
5/11/2009,5,123,199.32,4.13,0,no,0,0,1
5/18/2009,5,123,265.21,3.88,0,no,0,0,0
5/25/2009,5,123,292.62,3.88,1,no,0,0,0
6/1/2009,5,123,296.43,3.88,1,no,0,0,0
6/8/2009,5,123,349.3,4.13,1,no,1,0,0
6/15/2009,5,123,284.12,4.16,1,no,0,1,0
6/22/2009,5,123,302.03,4.16,1,no,0,1,0
6/29/2009,5,123,262.66,4.16,1,no,0,1,0
7/6/2009,5,123,377.14,3.83,1,no,0,0,1
7/13/2009,5,123,327.87,3.52,1,no,0,0,1
5/4/2009,6,11,178.3,4.84,1,no,0,0,0
5/11/2009,6,11,198.51,4.22,1,no,0,0,0
5/18/2009,6,11,329.45,4.11,1,no,0,0,0
5/25/2009,6,11,241.51,4.11,1,no,0,0,0
6/1/2009,6,11,180.83,4.11,1,no,0,0,0
6/8/2009,6,11,226.1,4.56,1,no,0,0,0
6/15/2009,6,11,257.03,4.32,1,no,0,0,0
6/22/2009,6,11,751.93,4.07,1,yes,1,0,0
6/29/2009,6,11,789.09,3.39,1,yes,0,1,0
7/6/2009,6,11,831.14,3.53,1,yes,0,1,0
7/13/2009,6,11,725.73,2.89,1,yes,0,1,0
5/4/2009,6,14,222.52,4.68,1,no,0,0,0
5/11/2009,6,14,242.03,4.2,1,no,0,0,0
5/18/2009,6,14,222.57,4.2,1,no,0,0,0
5/25/2009,6,14,240.3,3.58,1,no,0,0,0
6/1/2009,6,14,297.32,4.05,1,no,0,0,0
6/8/2009,6,14,214.81,4.47,1,no,0,0,0
6/15/2009,6,14,224.81,3.7,1,no,0,0,0
6/22/2009,6,14,242.09,3.89,1,no,0,0,0
6/29/2009,6,14,221.64,3.76,1,no,0,0,0
7/6/2009,6,14,270,3,1,no,0,0,0
7/13/2009,6,14,320.59,3,1,no,0,0,0
5/4/2009,6,16,248.68,4.57,1,no,0,0,0
5/11/2009,6,16,240.5,4.26,1,no,0,0,0
5/18/2009,6,16,278.55,4.17,1,no,0,0,0
5/25/2009,6,16,204.65,4.2,1,no,0,0,0
6/1/2009,6,16,266.28,4.17,1,no,0,0,0
6/8/2009,6,16,175.17,4.2,1,no,0,0,0
6/15/2009,6,16,280.71,3.95,1,no,0,0,0
6/22/2009,6,16,712.72,3.18,1,yes,0,0,0
6/29/2009,6,16,648.38,3.59,1,yes,0,0,0
7/6/2009,6,16,776.29,3.32,1,yes,0,0,0
7/13/2009,6,16,737.21,3.03,1,yes,0,0,0
5/4/2009,6,34,198.71,4.59,1,no,0,0,0
5/11/2009,6,34,254.85,4.68,1,no,0,0,0
5/18/2009,6,34,343.57,4.2,1,no,0,0,0
5/25/2009,6,34,291.42,4.51,1,no,0,0,0
6/1/2009,6,34,269.08,4.2,1,no,0,0,0
6/8/2009,6,34,219.25,4.68,1,no,0,0,0
6/15/2009,6,34,325.61,4.16,1,no,0,0,0
6/22/2009,6,34,296.14,4.67,1,no,0,0,0
6/29/2009,6,34,260.04,3.78,1,no,0,0,0
7/6/2009,6,34,159.47,3.91,1,no,0,0,0
7/13/2009,6,34,283.49,3.54,1,no,0,0,0
5/4/2009,6,61,340.72,4.59,1,no,0,1,0
5/11/2009,6,61,276.88,4.9,1,no,0,0,1
5/18/2009,6,61,469.67,4.4,1,no,0,0,1
5/25/2009,6,61,207.85,4.05,1,no,0,0,0
6/1/2009,6,61,247.34,4.05,1,no,0,0,0
6/8/2009,6,61,233.35,4.45,1,no,0,0,0
6/15/2009,6,61,247,4.17,1,no,0,0,0
6/22/2009,6,61,424.7,4.45,1,no,1,0,0
6/29/2009,6,61,310.58,4.2,1,no,0,1,0
7/6/2009,6,61,347.12,3.3,1,no,0,1,0
7/13/2009,6,61,331.33,3.64,1,no,0,1,0
5/4/2009,6,84,219.48,4.22,1,no,0,0,0
5/11/2009,6,84,218.55,4.22,1,no,0,0,0
5/18/2009,6,84,214.92,4.09,1,no,0,0,0
5/25/2009,6,84,221.33,3.79,1,no,0,0,0
6/1/2009,6,84,195.68,3.7,1,no,0,0,0
6/8/2009,6,84,218.68,4.22,1,no,0,0,0
6/15/2009,6,84,652.76,3.73,1,yes,0,0,0
6/22/2009,6,84,891.08,3.59,1,yes,1,0,0
6/29/2009,6,84,926.09,3.27,1,yes,1,1,0
7/6/2009,6,84,787.33,3.36,1,yes,0,1,0
7/13/2009,6,84,784.79,3.36,1,yes,0,1,0
5/4/2009,6,89,304.47,4.52,1,no,0,0,1
5/11/2009,6,89,300.73,4.49,1,no,0,0,1
5/18/2009,6,89,222.53,4.41,1,no,0,0,0
5/25/2009,6,89,189.4,4.41,1,no,0,0,0
6/1/2009,6,89,207.18,4.2,1,no,0,0,0
